ship_name,id,title,category,comment
394,40,Pothole,General,Pothole just before pedestrian crossing speed hump.
395,400,Bumpy Road turning into Chatham St Hamilton South,General,"When turning into Chatham St, Hamilton South, from Glebe Rd, the road is very bumpy and should really be fixed. However, the length of Chatham St from Darling St to Glebe Rd (approximately 370m) is in relatively poor condition and should be resurfaced if funds allow."
396,402,Raised Concrete,General,7 Hamersley Place Fisher
397,403,Death trap,General,Trucks or cars with long caravans leaving caltex servo and entering the highway completely block access to midge st. If you are coming from north and a long vehicle is waiting to enter the highway you are stuck in limbo on the highway. There is no turning lane so you just wait and hope nothing hits you from behind.
398,406,Bumpy road,General,Road is covered with pot holes and undulations
399,409,Metella road toongabbie nsw needs to be resurfaced,General,"For several months Metella road toongabbie starting from Blacktown road to Cornelia road the road was dug up for some major electrical upgrade for the rail network, the road has been left looking like a patchwork quilt, over the years I have seen small roads in the area which only cater only for residents use that have been resurfaced, unlike Metella road is a very busy local road, recent and previous developments on this road have increased the traffic load and as a result the road is suffering , not to mention additional strain being placed by digging up the road, which was not replaced with the same surfure that was dug up. when I contact Blacktown council about this I was assured by their customer service officer the road should be replaced with the same surface as before, we certainly don't have that. We have a black line alogn Metella road which is has an enven surface that looks ugly. The residents in Metella road deserve better than this. I hope that something can be done to correct htis soon, I look forward to Council consideration of this matter. The Residents fo Metella Road Toongabbie NSW thank you"
400,410,Large pothole in rohini st,General,There is a large dip in Rohini St. It started as a pothole and has gradually got larger. A large patch of the road was patched to repair the pothole only for it to start to sink again. It has been likes this now for a number of months and had not been repaired. There are also other patches on the street where potholes are starting to form.
401,419,Pedestrians at Risk,General,"The intersection of Forest Road and Rose Street Hurstville is busy. Lots of cars entering Westfield car park. Lots of pedestrians in the bustling Chinatown. I believe there is an urgent need for a marked pedestrian crossing at this intersection. I am unaware of the accident history, if any. But it is difficult to cross as cars rarely give way."
402,42,Dumping,General,"Bags of rubbish dumped in Moore Lane, intersection of Moore Street Campsie"
403,420,"Kingsford Avenue, South Turramurra",General,Street is falling apart - many many holes along street. Edges of road have disintegrated. Extremely poor drainage and the end of the street floods. No kerb and guttering. All other streets around us seem to be getting attention except ours! Photos of end of street flooding during heavy rain can be provided.
404,421,No lighting,General,I work at the recreation club nearby and the walk home in the dark makes it not only hard to navigate but is unsafe. There are some street light poles but they are never on and they don't extend up the street.
405,422,Dip in road that could cars to lose control,General,There is a.dip in the road just after the roundabout after turning into cleopatra drive that could cause drivers to lose control of the steering of their vehicle and crash into oncoming traffic
406,424,Dead ibis,General,Please come to collectandthen clean the footpath. droppings and two dead birds are there
407,425,Large dip in the road,General,Dip in the road could drivers to lose control of their vehicles and crash onto the other side of the road in oncoming traffic
408,426,Pot hole,General,"Pot hole on xxx street, never has been fixed. Drivers bump into oncoming traffic to avoid the pothole, A recipe for unwanted disasters."
409,429,Overgrown grass,General,Over grown grass around footpath starting at Goyder down Leahy Close Narrabundah.
410,43,Dumped household goods,General,Dumped household goods outside 47 Burns Street Campsie
411,430,Pot holes on the side of the road,General,"Pot holes in front of 25 rosemont st south, punchbowl 2196. Its getting wider and wider day by day and can be a trip hazard or can cause damage to cars parked there."
412,431,Potholes,General,Two potholes have appeared on the corner of Old Homestead Drive and Webber Drive. Creates an issue as cars have to take a wide line on the already skinny road. The potholes have the potential to damage the wheels of vehicles.
413,434,Hole in footpath,General,"Three weeks ago I reported a large hole opened up in the footpath outside out house - the stormwater drain underneath has disintegrated and a dinner plate size hole opened up. VERY dangerous. Some council blokes put some witches hats over it but it is STILL there. There is a similar hole also down the street, same block."
414,435,Street Lighting,General,The Sodium Vapour street lighting in this area is extremely intrusive to residences and needs to be lowered and shrouded to light the road not peoples bedrooms !
415,437,Dangerous Lane,General,On the south side of the rail bridge traffic lights were installed to help the flow of traffic unfortunately the inside lane is now a racetrack for drivers who want to get ahead of the traffic. they are ignoring an unbroken line and just swinging over causing trafffic to slow even further. What is needed is a median strip to block them. this lane goes through to North Parade and does not merge.
416,438,Pot holes,General,"The street from the start off banks rd, to the end of street has at least 6 large potholes"
417,439,Motherwell Place/Transfield Ave and Minmi Road Intersection,General,Since the Hunter Expressway opening and with the continued growth of Cameron Park. The entry and exit of traffic at this intersection has become extremely dangerous and at time can take 5 minutes during peak hour to be able to get onto Minmi Road from either of these streets.
418,44,Broken Street Light,General,The street light does not work right outside 16 Brussels Crescent.
419,440,Dangerous Intersection,General,Intersection has become too busy and dangerous now the hunter express way is open. During peak hour traffic it is difficult to get across onto Minmi Rd from Motherwell Pl.
420,441,Roundabout at Corner of Stanhope Parkway and Conrad Road,General,"The round-about at this intersection is becoming very unsafe due to the overgrown trees, plants and shrubs on the round-about reducing vision of oncoming traffic in both directions. Is it possible to have these trimmed or even better removed so vehicles approaching round-about from all directions have better vision of oncoming traffic."
421,442,Four wheel drive vehicle,General,"Friday afternoon walking dog in manning park, I noticed a 4 wheel drive exiting the road which leads into manning park. The car went up the hill, westerly direction into the bush area. This was making a huge noise and mess as the incline was steep. I followed him up there, he then came back over the hill towards me. I pulled out my mobile phone to take a photo but couldn't see properly, but did register his vehicle number. 1CPJ974 a dark blue 4 wheel drive. I stood my ground, he swerved around me and I said I would report this incident to the council, and he would possibly be fined. He then roared thru the bushland, drove off and turned into pagneil crt. 2 problems I believe have recently arisen. The main one is the fire break grader has opened up an access to the west of the main entry area to Manning Park, Cnr davilak and Janson road, therefore now allowing a new access to the bushland. I have noticed that vehicles are now accessing areas that have not been accessed for many years, which secondly is destroying the bushland. I would like a response please and will the person be fined for entering bushland via vehicle? Tel 0434936872. Robyn Colledge"
422,443,Speed hump or zebra crossing,General,There is a childrens park adjacent to this street. People speed well over the speed limit on Max Jacobs Avenue. There is no safe way to cross the road to the park. Can you please either put a speed hump and/or zebra crossing to allow the children to cross safely.
423,446,Unsightly Graffiti,General,Unsightly graffiti has been written on fence .
424,448,Unsightly Graffiti,General,Unsightly graffiti has been spray painted on a fence Please fix.
425,449,Unsightly Graffiti,General,Unsightly graffiti has been painted on a fence. Please fix
426,45,"Sweeney Street Black Hill Ballarat, Victoria",General,"Road surface a danger to school children near primary school. Large pot holes and speeding drivers. Requires attention possible speed humps installed to slow speeding drivers at top of chisolm street, crossing in to sweeney street, black hill. ballarat to ajoing school zone. thanks"
427,450,The corner of Putty rd and king rd,General,"Pot holes and no Sholder or curbs on right hand side of king rd, just dirt and broken edges of road."
428,452,"Parking on Forster Street, Yarralumla",General,"Cars parking on either side of Forster Street make it difficult to drive through, especially when coaches and tourist buses are viewing all the embassies. Assume these cars belong to public servants trying to avoid pay parking in parliamentary square! It really does make it difficult when four lanes become two and there is no way of getting through besides reversing ....."
429,453,Leaking water meter,General,My mother in law's water meter is leaking. Can you please send someone out to fix it? Thanks
430,455,Unfinished pavement,General,PACKARD CL ingleburn NSW has been prepared for pavement but work stopped suddenly. Some sand were sprayed on the unfinished grounds and no more work has been finalized. Wonder what is the problem?
431,458,New Traffic Islands a Hindrance,General,"Last week, new concrete traffic islands were installed on the left side of Power street just before the intersection with Knox road. This means that traffic is forced into banking up in one lane instead of two. Whereas previously the traffic would bank up in two lanes up to about Crawford road, because of these traffic islands, the traffic is forced into banking up in one lane and banks up way back up the street to as far as Crawford Public School. This is made worse by the fact that the traffic light sequencing gives traffic in Power street heading west the shortest possible time to go so only 4-5 cars get to go through the green light before it changes again. This intersection is a nightmare of a morning and is also made worse by a dedicated right turn lane which is unnecessary as the majority of traffic goes straight ahead or turns left. The structure of this intersection, the traffic light sequencing and now the new traffic islands all work towards making this intersection a major traffic nightmare and council needs to rethink it completely!"
432,459,Road repair required,General,"In Stewart street, near the corner of Victoria street, the road was opened to repair a water leak. This was over 6 months ago and it has never been repaired."
433,46,Broken streetlight,General,"Streetlight near 9 Bourke Street, Riverstone not functioning correctly."
434,461,Pothole,General,"Upon moving over to turn left from Myrtle St, there a pothole which I've accidentally hit twice over the past few weeks. This needs to be fixed as its in a regular used by drivers. Has potential to cause wheel damage."
435,464,Storm Water Drains,General,Recent road surfacing has covered the original gutters and subsequently the depth of the new surface has permanently blocked the storm water outlet for each block.
436,465,Street light,General,One street light required on footpath near creek several occasions people throw things over my back fence 38 Grantham road seven hills 2147
437,468,Not having a keep clear mark to allow drivers to go out or in to Mary street from king Georges road,General,Not having a keep clear mark to allow drivers to go out or in to Mary street from king Georges road
438,47,Graffiti,General,On Friday 24th MayTags were put on my garage door and across the road the whole fence and a brick wall as well. They came back on May 31st and added to it
439,472,Large pothole/depression,General,"Mid-coast water advise me that the water hydrants were moved from the road some years ago to stop continual damage by traffic. The location they were moved from was not properly treated, so the road surface has dropped causing the problem. There has been a considerable increase in the volume and size of vehicular traffic over the past couple of years, and the noise of trucks hitting the pothole is deafening, particularly large empty trucks with trailers, and also,timber trucks . We feel the vibrations through our home. Council did a good job of stopping water from the road entering our property last year, and I thought they were/are aware of this problem, as water fills the hole and then is dispersed our way when traffic goes through it. The water is not a real problem,but the noise and vibrations are a huge worry. Our address is 25 Cowper Street; on Bucketts Way."
440,473,Pothole Alley,General,This road is destroying our rims. There's no road left
441,474,Dangerous lifting of surface anad uneven surface on railway bridge,General,"The road surface on the railway bridge has been an ongoing maintenance issue for a number of years and there was some major works done on it about 12 months ago. However, this work has now degraded to the point that you need to drop your speed to about 20kph to be safe, or you skid on the surface...it's badly damaged by heavy trucks. We travel this road twice a week and have seen the degradation. It needs urgent attention and concreting, not asphalt. This is a major road and should have major expenditure."
442,475,Water damage to dirt road,General,The rain has washed away the road base and there are large ruts and holes in the road
443,476,Speeding,General,"Speeding motorists along kings rd from st James intersection towards the dead end. Motorists continually turn into kings rd from st James rd or cross across the intersection of st James & kings road & then accelerate fast to speed. & hoon down toward dead end of kings road & nursing home. This is a major issue as lot of kids & elderly in this part of street & also blind/deaf residents who don't feel safe lately crossing or walking down the street. We need sum sort of speed humps or road slowing hills to stop this continuing . We are very close to local public school, nursing home & train station & there is no pedestrian crossing to enable safe crossing to help with the issue of speeding drivers & crossing. The police do not monitor this end of kings rd as they do the northern end frequently 4 drivers doing more than the 50km limit. Please put sum speed humps in & pedestrian islands to prevent death or injury."
444,478,Dangerous One Lane Bridge,General,"The most absurd and dangerous piece of road I've ever encountered. Very little warning a one lane bridge is approaching, no advice on who has right of way, cannot see through the slats of the bridge to see if there is any oncoming traffic. People not familiar with the area speed up to this bridge and on several occasions I've had to reverse backwards into traffic to allow some bully car through that has not slowed to see if anyone is coming. At the very absolute minimum this bridge needs to be patrolled by a simple traffic light."
445,486,'Roundabout Ahead' sign defaced,General,'Roundabout Ahead' traffic sign has been graffitied over and has been turned to face wrong way.
446,487,Child safety,General,Need speed hump as children/pedestrians in danger.
447,49,Roadkill,General,"Dead possum on Abbotsleigh Road, Holland Park, opposite the entry to CB Mott carpark."
448,490,Washed away verges,General,Due to recent bad weather and blocked drains in area the edge of road and gutter have eroded causing the storm water to wash over the edge of road and erode driveways and deposit large amounts of gravel on lawns an cause deep ruts in driveways
449,491,Turn right signals,General,"This is becoming a dangerous intersection with people trying turn right from great north Ed into fairlight street or queens Rd. It is very difficult for drivers to view oncoming traffic, which causes turning drivers to take unnecessary risks."
450,492,Stoke Ave Marrickville,General,"Stoke Ave Marrickville needs to be sealed. The road is falling apart, I've reported this to council on numerous occasions, to no avail. I get lied to, instead. All council likes to do is spend rate payers money on new cars, trees, speed humps and bicycle lanes."
451,493,Loose silt on bichuman,General,"The surface of the road outside 120 grafton St Is about 3 cm deep with loose silt and gravel. A street sweeper should be able to run over this and fix the problem, A neighbors child had come of their bike today as a result of the loose surface. I would like to see this fixed if possible."
452,494,Shared zone sign and 10 kmh sign needed,Road Signs,"Dear Representative, I have been living on this street for over a year. Whenever we have to walk through the area, I have to be on the road as there is no foot path on one side. The other side is a slope and hard to maniuvre my baby pram/stroller. Most of the time during peak hour cars enter the road at high speed because there is no sign that it is a shared zone. Neither does it have any sign to reduce the speed."
453,496,Road Surface,General,The road surface in the street is eroded and in particular in the cul de sac
454,498,Big hole on the street,Pothole,There is a big hole in front of no. 1A Tilley St. Dundas Valley.
455,50,Safety concerns with uneven gravel area,General,The red gravel area on the street side of the unit complex at 3 Peron Place Banks is washing away and there is a drop off the cement area near their letterboxes and there is concerns that it is dangerous and as it is not owned by the complex who is responsible should anyone be injured on that area?
456,500,Pacific Highway exit has destinations listed in the wrong order,General,"The sign suggests that Hornsby is accessed from the left most lane. This is incorrect. To access the lane for Hornsby, you must be in the middle lane (right lane of the exit)."
457,501,Speeding cars and bikes,General,My road - Blue Hills - needs speed humps or chicanes to stop the daily speeding idiots!
458,505,Faulty street light,General,Street light flickers and goes out continually. Has been like this for several months. First streetlight on right as you enter oxbow court
459,507,No stop sign in a turning street,General,Hi Would you please install a no stop signs in the turning part of Watkiss stree 2868? People park the cars and put other driver in dengoure of colliding with other cars on opposite direction.
460,508,Street light not working,Streetlight,The street light opposite the entrance to 2-12 Frances Street Northmead has not been working for a considerable time.
461,510,Street light and road surface.,General,Street light at round about not working. road surface near this round about not even. need fix its now
462,511,Large pothole,General,Pothole in road
463,513,Pothole at the end of Tingal Road at junction with Manly Road,General,Pothole at the end of Tingal Road at junction with Manly Road. Left hand side when approaching T-junction from Wynnum.
464,515,Sydney Water trench across the road.,General,Sydney Water connected a new developement on the corner at Forest Rd and dug a trench across the entire road in Inverness Ave Penshurst NSW. they completed the works but filled in the trench with a bit of tar laid on sand and it has sunk in places over 10cm. So when you cross it it feels and sounds like the front end or wheel rims are going to be or have been damaged. Doesn't matter if you are doing 50kph or 5kph it is that bad. We locals call it the tank trap.
465,516,Pot holes r us!,General,"Too many pot holes on this road. They've been covered by gravel (I think) but since it was so badly done, the rain has uncovered all of them again. Every time I travel on this street I feel like my kidneys are in my hands. It's terrible. Please fix this ASAP. Thank you."
466,521,Pedestrian crossing,General,This is one of the most dangerous crossings. Traffic travels fast in both directs and I have been nearly hit twice in the last 6 months whilst walking my kids to school across this road. Cars seems to exit the roundabout fast and nearly collect pedestrians. I have witnessed a couple of other near misses. Please kindly consider options to rectify this.
467,522,Roundabout,General,"I use this roundabout daily and it is extremely difficult when travelling along Trevenar Street, towards ashfield, to see cars coming along King Street travelling down milton street. Could you kindly see if there is anyway to make this a less dangerous intersection/ roundabout"
468,523,Roundabout,General,"I use this roundabout daily and it is extremely difficult when travelling along Trevenar Street, towards ashfield, to see cars coming along King Street travelling down milton street. Could you kindly see if there is anyway to make this a less dangerous intersection/ roundabout"
469,524,Pedestrian crossing,General,This is one of the most dangerous crossings. Traffic travels fast in both directs and I have been nearly hit twice in the last 6 months whilst walking my kids to school across this road. Cars seems to exit the roundabout fast and nearly collect pedestrians. I have witnessed a couple of other near misses. Please kindly consider options to rectify this.
470,525,Pedestrians crossing inappropriately,Laws and Enforcement,"Pedestrians cross against the red light, single people and flocks of students. The traffic is held up and I have observed numerous near misses. Something needs to be done to prevent an injury. Further to this cars turn left from the right lane on railway street entering Hawkesbury road because of the number of people crossing on the green light for cars. People become frustrated and try and get through the lights by going around on the right lane turning left"
471,532,Massive Dip,General,"At entry into round a bout heading East, the road has a dip in it that has been getting worse over the last few months. It's quite dangerous as it seriously disturbs the cars stability."
472,533,Traffic weight limits,General,Many heavy vehicles including Semi-Trailers & Truck Trailers regularly using Cox/Short St in defiance of road signs. Needs enforcement.
473,534,Incorrect lane marking,General,I refer to the newly modified Stewart Ave. and King/Parry Street intersection in Newcastle and specifically when travelling south west in Stewart Ave. and making a right hand turn into Parry Street.
474,538,Flat battery,General,Car won't start needed done by 10:30 If possible
475,540,Overgrown footpaths,General,The walkway from Kerrigan to Morrow street between 37 & 39 Morrow street is badly overgrown with grass. Also the footpath on Kerrigan Street about 75m north of the Kerrigan/Dunnett street roundabout is blocked with prunings thrown there from a house backing onto Kerrigan street.
476,541,Long Grass,General,"Long grass across street, attracting brown snakes in residential area. Please get someone to get rid of the long grass in the area"
477,543,Lack of Street Lighting,General,There is no street lights in this section of Eddy St. To make it safe at night street lights need to be installed.
478,544,Uneven Road Surface,General,Paton Street between Sherwood Road and Cumberland Highway has a poor road surface with many holes been patched and then those patches been repatched. The road is too bumpy and streets that don't need resurfacing have been resurfaced.
479,545,Right turn into moorebank ave,General,The right turn from anzac st into moorebank ave moorebank is extremely uneven. Road needs to be repaired
480,546,Rough road surface,General,"Bitumen on the bend of the road has sunk and created a raised, uneven and very unsafe road surface. Creates potential hazards when two cars meet on the bend and try to avoid the patched bitumen."
481,547,Grass Hazard,General,"Hi. The local area of Forde is overgrown to the point that we are no longer able to use the open parks and walkways due to long grass, paspalem and obnoxious weeds. he open grassed areas particularly along the Forde ponds between Horse Park Drive through to Mulligans Flat are a disgrace. The cost of land rates and land tax in the area are not recipricated with keeping the concept of Forde as it should be, an open and park like environment that encourages people to move in and around the area. The place has gone to the dogs."
482,548,Bad corner no curb and gutter,General,The entrance to our street (from whiting ave) is a really bad corner. We have nearly had our parked car hit a few times. There is also no curb and gutter on either side at the start of the road and no paved/Asphelted parking for the park
483,551,Severe potholes,General,"Several deep potholes, continually just filled up then rains again and potholes are back"
484,552,Dangerous corner,General,Cars turning right from Acacia rd into Burrogorand rd at Ruse continually cut the corner and nearly collide with cars coming out of Burrogorang rd that are turning left onto Acacia rd. I am nearly hit by another car here atleast twice a week and I speak to neighbors and other local people who expess the same concerns. It's only a matter of time before there is a crash here. A simple concrete strip with a keep left sign would solve this problem.
485,553,Road pot hole,General,2 small-medium pot holes in the middle of Smallwood road are becoming hazard to cars. Right in the middle of the roads and cars have to swerve them.
486,554,Potholes,General,On the corner of curry street Cardiff turning into camellia street the are a couple of potholes which have been getting bigger over the last month or two.
487,555,Alexander rathbone,General,"Gilchrist drive between Menangle road and Englorie park road is a 60klm speed (no signage on road or signs , we are at 38 gilchrist drive, we have only 3 seconds to drive out of our driveway. all cars are doing in excess of 60klm"
488,556,The walls for the garden beds outside 1 botany road are starting to collapse,General,The walls for the garden beds outside 1 botany road are starting to collapse. There is a huge gap n the brickwork.
489,558,Me mellross,General,We need speed humps in the street. Every day cars come off hill end road in to Delaney drive at hi speed most lose control and head for our homes. Kids play on the road. Most of the drivers are p plate and. Someone will be killed one day
490,559,Steps up to Dunnois street not finished,General,The cutting up to Dunnois Street were replaced a month a go however they are not finished. Handrail and lighting not in place. Many residence uss these steps and are inconvenienced by the length of time to complete.
491,56,"Littering, illegal parking, abandoned trolleys",Laws and Enforcement,I'm sick of living in a street that looks like a ghetto because other people are too selfish and lazy to put their unwanted junk mail in recycling and bring trolleys home and level them on the street. All residents need to eat up their act!
492,560,Port macquarie road bogee,General,"The access to resident's properties along Port Macquarie Road at Bogee 2489 has deteriorated due to lack of road grading on this road for well over two years. When it rains, people who do not own 4WD vehicles are unable to travel on this road. Glen Alice Road between Port Macquarie Road and Noola Road is also filled with potholes. i"
493,561,Wilson Drive Between Colo Vale and Balmoral Village,General,"Pot holes,no lines marked,no warning signs of hazards, no safe crossing in 60km zone .Edges have ditches and no shoulders ,no lighting,roadway not clear of trees,rubbish, over grown grass. Vision obstructed"
494,562,Wilson Drive Between Colo Vale and Balmoral Village,General,"Pot holes,no lines marked,no warning signs of hazards, no safe crossing in 60km zone .Edges have ditches and no shoulders ,no lighting,roadway not clear of trees,rubbish, over grown grass. Vision obstructed"
495,566,Road traffic & Pedestrian Hazard,General,"East corner of Wharf St & Pacific St. Woolgoolga has vegetation growing down to road edge making it a blind corner for traffic & as footpath is completely overgrown ,pedestrians are forced onto roadway. Appeals to Coffs Council for over 7 years have brought absolutely no action, except owner will be told to trim bushes but still nothing happens. Appeal for at least a centre line on bend resulted in being told road too narrow. Beginning to suspect property in question owned or rented by council employee. Please can something be done before someone is killed. Errol Stevens.."
496,569,Road surface,General,"Due to frequent heavy double trucks on road there is a need for repairs from Pacific Highway to National Parks entrance. The heavy vehicles go to housing and flat-block construction plus the most traffic to North Turramurra golf/recreation civil work program, which will be great when finished."
497,57,"Littering, illegal parking, abandoned trolleys",Laws and Enforcement,I'm sick of living in a street that looks like a ghetto because other people are too selfish and lazy to put their unwanted junk mail in recycling and bring trolleys home and level them on the street. All residents need to eat up their act!
498,572,Rubbish in park adjacent to renwick street chifley,General,Some ratbag has dumped an old washing machine and a metal frame (two separate locations) in the parkland adjacent to Renwick st. The rubbish is at the bottom of the park near Hindmarsh Drive. Could you please remove this rubbish.
499,573,Street lights .,General,Street lights at the roundabout have've been off for nearly a month now.. Specially at the roundabout at nigth.
500,574,Pothole,General,A single pothole in the middle of the road where the new end of camellia street meets up with the older end. Getting bigger.
501,575,Garden and footpaths maintanence,General,"The footpath verge has not been maintained/mowed in the last 9 months that I have resided in this area. I have had to do this myself and I believe this is not my responsibility. I am also not satisfied with the state of the median strip garden that is in my street. It has not been looked after, and the picket post and ropes that were put up when the estate was first established have still not been removed. They create a reversing hazard from the residences driveways."
502,576,"Large, dangerous potholes on Rickertt Road at Tingalpa Creek bridge",General,"Large potholes on both carriageways of Rickertt Road, expanding daily. Requires urgent attention."
503,577,Street light not working,General,"Hi there, The street light on the walkway in the corner of Friend Place and Farmingdale Drive has not been working for the last few months. This makes it difficult to walk on the walking path in the evening. Especially with winter nearing, would greatly appreciate if this is fixed at the earliest."
504,578,Trees in powerlines,General,Along our street there are many trees that have grown through and over power lines
505,579,Street light not working,General,Cnr of walker street and bali drive. in front of 2 bali drive pole number 238144
506,580,No right turn sign not visible,Road Signs,"On the intersection of macquire and marsden, a tree blocks no right turn and I have seen people turn right a lot of times. This can be fatal as it is 60kph zone."
507,581,"Large, damaging pothole on Ernest Street at junction with Mountjoy Terrace",General,Causing suspension bottom-outs.
508,585,Rounderbout problem for users coming from left,General,"Approach from West has right turn lane on inside with left turn & straight on same arrow on nearside. Same applies to traffic from South. As traffic has to merge immediately after leaving roundabout, turning right into Empire Bay Dr & turning left into Avoca Drive, there should be no access from inside lanes"
509,588,Speeding Cars on residential road,General,"Numerous cars come around the corner from Diggers Beach Road and ""Plant it"" resulting in skidding, particularly in the wet, fishtailing etc and as it is a down hill straight ,speeding down the street. This is a residential area with many residents crossing Firman Drive to get to the beach. There is a resort on one side of the road with numerous cars, parked outside the resort as well as coaches and mini buses. These cars are going in and out of the carpark at all times during the day. There have been many near misses and this is an area waiting for a disaster. It seems that this road is a well known spot if you want to ""hoon"" as the speeding activity has increased in recent years. Apart from the noise these cars make with their noisy engines, skidding tyres etc . The speeding cars can still be heard as they speed around to Charlesworth Bay road. I would think that traffic calmers would fix this problem. This is a dangerous situation. there are 5 driveways into AAnuka Beach Resort and three cross streets as well as numerous local residents walking across the road at various spots along the road to get to the beach. I was recently seeing my family off from my home and as my son was strapping his children into their seatbelts a car came around the corner , lost traction in the wet , fishtailed for a distance , towards my son's car and did a 180 degree spin with car facing in opposite direction when he came to a halt. This could have been a tragedy. Please investigate and consider doing something about this."
510,589,Road repairs needed,General,"As you come off the bridge opposite the service station (before the speed camera), there is a major bump, the level of the road and the bridge are not even, therefore if I am driving over this ever day at least once or twice a day there is bond to be damage to my suspension, that could be avoided. I would also like to highlight the risks of this uneven drop, when travelling behind trucks eg furniture trucks they come to an almost complete stop in this 70zone, I believe this is a hazard in its self."
511,59,Come sign the petition in barrack lane,Pothole,Great to see NRMA out in Parramatta to help promote the need for better road maintenance!
512,590,Bad road surface at intersection,General,The road way all a long bungarrabie rd is very poor and at the moment the side streets in my area are being resprayed this time would be better to fix bungarrabie rd as my suspension is getting worst since moving here over 18 months ago and the rates are the dearest
513,591,Graffiti & Dumped Goods,General,Power sub station with graffiti and dumped household goods eg TV.
514,592,Street parking,General,Morotai road is not very wide. Residents have in the past parked on the nature strips in front of their houses. Recently the police booked all the cars parked on the nature strip. Morotai road is a major thoroughfare to other streets in Revesby height as well as the 926 bus route. Since the police have booked people for parking on the nature strip a number of cars parked in the street have have side mirrors broken by passing vehicles. In addition when cars are parked on either side of the street there is quite often a line of up to 6 cars trying to pass along the street. This causes problems for people trying to reverse out of their driveways. This is particularly problematic given that we have a high number of elderly drivers living in the street. I would suggest that council construct tiled parking areas on the nature strips similar to what exist in sans souci such as in Bonney street. ( see Google street view for details)
515,595,Ants nest in the gutter,General,"Would you kindly exterminate an ants nest located in the gutter on the left hand side of the upper side of Knibbs Street, Turner. The ants are invading my garden since March 2014 now into the backyard."
516,598,Street light broken,General,The street light in front of 18 Hinkler St has been broken for at least a year
517,60,Crushed and broken mouth to drain,Pothole,This creates a trip hazard and may result in flooding due to blockage of drain mouth.
518,602,Stormwater drainage,General,"Property flooding due to inadequate stormwater drainage. Woniora Road No.s 250, 252 and 254 are regularly flooded during heavy rain. Problem 1: Woniora Road at this location is a low point, catching water from King Georges Rd via Cheddar St, Taunton St, and Blakesley Rd. Problem 2: not enough street openings to the drain. Problem 3: Traffic speeds through creating waves, increasing water flow onto No.s 250 and 252. Problem 4: Collection bins are put in front of drains by neighbours across the road. Council has checked and says the drainage system is clear so the problem is not enough openings to the stormwater drainage system."
519,604,No overtaking lane for 37kms west bound on Kings Highway,General,"Travelling West on Kings Highway, there is no overtaking lane from the top of the Clyde Mountain for 37kms (until just over the Shoalhaven River). This is an incredibly busy road and no overtaking lane for 37 kms is a recipe for disaster. There are in the area travelling East."
520,605,State of Road,General,"Uneven road surface, pot holes and road trenches that have not been filled in properly. These issues have been constant from the new industrial area at Marsden Park right up to where the old golf course and driving range used to be for the past 2 years. I have been in contact with RMS over and over again to no avail. It has gotten to the point where I couldn't live with the daily drive in my car with a sports tuned suspension and have traded to a 4wd to somewhat cope with the poor road conditions. I understand there is road works, but the road should be in a minimum condition that is not unsafe and cause damage to vehicles that have to use the road. Hopefully you can help. My next step is to approach the media."
521,606,Racing and Illegal Parking,General,"Due to speed cameras on Edgar st, this quiet street has now become a proxy for a link to the Hume highway. Also racing is becoming problematic day and night with footpaths unusable due to illegal parking it is highly dangerous to walk around. Two kids were nearly run over recently from cars going over 80km/hr. Plus a major high speed accident at glassop street intersection involving police and fire dept. A high value quiet street is becoming a hoon's playground due to lack of any traffic management and elderly are unable to walk around. Closing the street off at Marion st would eliminate high speed racing down the hill to time the lights at the highway plus fining illegal parkers. I will also be sending details to the local paper to ensure council takes note and doesn't ignore this."
522,607,Street light out,General,The street light in front of 6 clyde finlay street Macgregor has been out for over a week can you please fix it
523,608,Permanent rough surface sign,General,"A permanent rough surface sign is displayed in the southbound lane, and there's no indication of it being fixed."
524,609,No access to the highway,General,Reasonable access to the highway has been cut off for residents between Sandy Beach and Moonee Beach suburbs. Many of the overpasses do not allow both exit and entry of the highway in both directions.
525,610,Residents access to highway crippled,General,"Residents between Moonee Beach and Sandy Beach have had their access to the highway crippled from recent highway upgrades. Drivers must travel many kilometres along low speed (80km/hr) ""link roads"" which are heavily policed. These link roads are however twice the condition of the original Pacific Highway before it was upgraded which was 100km/hr."
526,611,Unclear speed zone,General,Eastbound traffic between 235-255 Harbour drive is subject to speed enforcement by NSW Police however there is no obvious speed limit sign along this stretch of road.
527,612,"Road sunk, rough",General,Hogbin Drive received a major rebuild and resurface in the 2000's. Since it's received only patch up maintenance. The road is sunk in places or has rough surfaces in others. Small stretches of it need resurfacing so the road is smooth entering/leaving bridges (maximise traction on road).
528,613,Street lamp goes on and off,General,The street lamp on this corner goes on and off all night.
529,614,Long grass and weeds,General,"The whole of the area around Aranda ,Cook and the Jamison centre is an absolute disgrace ,with long grass and weeds that have been left so long they are growing out of gutters and footpaths . It's time to tidy up Canberra's suburbs and show some pride in the place . So much for 'The Garden City'."
530,615,Dangerous pothole,General,"A hole has opened on the road surface through to a drain. The drains and gutters along the lane do not function, causing the lane to flood."
531,616,Eroded road and inadequate drainage,General,There is a lack of drainage pipes under the road and every time it rains the surface is washed away causing deep ruts in the road. This makes the intersection very dangerous.
